0,1,2,3,4,5
1641193200000,46923.75,47080.0,46852.38,47051.37,635.22586
1641196800000,47051.36,47135.97,46922.27,46978.82,684.64114
1641200400000,46978.81,47109.25,46778.0,46984.55,987.07117
1641204000000,46984.56,47251.19,46981.84,47126.02,1138.98932
1641207600000,47126.02,47431.67,47125.48,47378.0,1451.6891
1641211200000,47378.0,47570.0,47175.01,47194.39,1183.63545
1641214800000,47194.39,47495.96,47127.51,47153.5,813.83783
1641218400000,47153.5,47285.39,46765.0,46874.53,1711.43
1641222000000,46874.53,47018.0,46575.25,46693.45,1754.81723
1641225600000,46693.44,46780.0,46263.29,46482.34,3415.75302
1641229200000,46482.34,46790.0,46411.78,46577.15,1121.75227
1641232800000,46577.16,46740.96,46412.99,46472.73,662.25
1641236400000,46475.6,46645.34,46360.0,46360.01,661.7066
1641240000000,46360.01,46413.47,45696.0,45922.0,3127.50381
1641243600000,45922.01,46260.44,45811.87,45979.01,1055.66747
1641247200000,45979.01,46439.97,45961.59,46217.9,1002.70049
1641250800000,46217.91,46576.94,46170.64,46446.1,1055.33575
1641254400000,46446.1,46549.19,46150.0,46244.37,1055.75335
1641258000000,46244.37,46404.94,46040.79,46054.99,771.65428
1641261600000,46054.99,46268.72,45934.5,46103.36,1021.46917
1641265200000,46103.36,46383.77,46001.23,46313.97,755.88587
1641268800000,46313.96,46411.12,45996.26,46100.14,2070.6589
1641272400000,46100.14,46292.15,46016.24,46151.66,869.60169
1641276000000,46148.23,46390.04,46058.51,46367.53,1240.05303
1641279600000,46367.53,46600.21,46322.09,46550.0,1554.0381
1641283200000,46549.99,46682.06,46385.61,46489.73,1316.31063
1641286800000,46489.72,46599.53,46300.0,46356.21,856.18802
1641290400000,46356.21,46772.41,46300.0,46625.37,1162.38531
1641294000000,46625.37,46765.05,46616.46,46733.77,1351.64824
1641297600000,46733.78,46763.0,46479.25,46641.53,897.32283
1641301200000,46641.52,47069.01,46410.0,46955.22,1511.87787
1641304800000,46955.22,47500.1,46805.54,47333.38,3051.43768
1641308400000,47336.98,47557.54,46850.05,46925.35,2605.26496
1641312000000,46925.34,46925.35,46650.0,46767.27,1774.71297
1641315600000,46767.28,46984.99,46522.91,46555.01,782.53703
1641319200000,46555.0,46719.78,45500.0,45750.0,4580.41041
1641322800000,45750.01,46454.86,45580.99,46052.36,2717.79608
1641326400000,46052.35,46428.27,45957.52,46264.92,1111.32358
1641330000000,46264.92,46322.89,46026.75,46221.89,713.51555
1641333600000,46221.89,46262.39,45977.78,46159.91,671.315
1641337200000,46159.91,46159.91,45760.05,45832.01,1048.25305
1641340800000,45832.01,46298.56,45722.21,46271.57,1006.79621
1641344400000,46271.56,46333.22,46111.5,46111.5,726.20925
1641348000000,46111.5,46390.15,46111.5,46296.95,639.23432
1641351600000,46296.96,46549.0,46296.95,46422.55,662.40091
1641355200000,46422.56,46527.39,46350.65,46414.47,508.72042
1641358800000,46419.0,46419.0,46246.01,46302.8,494.64292
1641362400000,46302.79,46466.65,46251.1,46450.0,608.83518
1641366000000,46450.0,46490.2,46333.78,46407.51,572.8358
1641369600000,46407.5,46681.61,46250.49,46642.07,961.44434
1641373200000,46636.78,46949.0,46575.01,46858.94,1536.64847
1641376800000,46858.93,47070.0,46697.79,46818.5,1629.77569
1641380400000,46818.5,46869.25,46110.0,46270.99,1495.93677
1641384000000,46271.0,46348.2,45803.67,46229.99,1882.06245
1641387600000,46229.99,46466.66,46112.59,46440.01,1021.81875
1641391200000,46440.0,46822.17,46150.35,46689.52,1923.98717
1641394800000,46689.52,46822.16,46368.63,46622.53,1228.3942
1641398400000,46622.53,46674.37,46282.05,46301.62,1014.13701
1641402000000,46301.62,46469.66,46001.0,46010.72,1192.45603
1641405600000,46010.72,46365.68,45550.0,45919.92,3668.50105
1641409200000,45919.93,46118.85,44500.0,44685.93,7383.66525
1641412800000,44685.93,44847.99,43722.54,43967.01,8054.81116
1641416400000,43967.01,44331.42,43422.54,43606.37,3844.19955
1641420000000,43602.49,43815.2,42500.0,43437.05,6856.6407
1641423600000,43437.04,43709.12,43212.0,43451.13,2869.96497
1641427200000,43451.14,43772.41,43261.62,43680.94,2221.24911
1641430800000,43680.94,43816.0,43306.48,43542.69,1908.16444
1641434400000,43542.69,43618.34,43150.05,43259.54,1450.03547
1641438000000,43259.55,43310.69,42803.37,42835.0,2327.84721
1641441600000,42835.0,43159.17,42600.05,43029.73,3057.2784
1641445200000,43029.73,43246.37,42800.0,43050.01,1649.15193
1641448800000,43050.0,43231.85,42902.65,43102.28,1265.54726
1641452400000,43102.28,43275.8,42987.73,43245.25,1176.41332
1641456000000,43245.26,43273.87,42900.0,43055.41,1527.52833
1641459600000,43055.42,43089.86,42430.58,42597.87,2907.67194
1641463200000,42597.87,42960.0,42568.22,42878.88,1969.46675
1641466800000,42878.87,42974.21,42677.28,42878.34,1347.12718
1641470400000,42878.33,43077.0,42632.44,43062.76,1642.32739
1641474000000,43062.77,43200.0,42900.0,43150.01,1886.14994
1641477600000,43150.0,43267.09,42761.9,42805.5,2175.95621
1641481200000,42805.5,43019.71,42666.0,42950.01,1709.80241
1641484800000,42950.02,43131.76,42725.09,42882.22,1684.48555
1641488400000,42882.23,43175.66,42790.89,43005.29,1218.07748
1641492000000,43005.3,43400.0,42982.05,43369.04,1267.01944
1641495600000,43369.04,43508.78,43224.73,43438.1,1330.94921
1641499200000,43438.11,43581.3,43111.57,43221.5,1292.4114
1641502800000,43221.5,43253.29,43066.04,43120.64,779.82229
1641506400000,43120.63,43236.73,43007.81,43180.97,528.19132
1641510000000,43180.96,43241.41,43053.94,43082.31,557.69907
1641513600000,43082.3,43145.83,42738.0,42788.15,1388.76561
1641517200000,42788.15,43030.5,42785.56,43008.9,699.84938
1641520800000,43008.9,43030.0,42771.59,42799.13,747.90157
1641524400000,42799.12,42827.07,41577.77,41803.11,6273.84627
1641528000000,41803.11,41909.23,41000.0,41700.33,6290.72537
1641531600000,41700.33,41950.0,41524.94,41851.33,2331.60741
1641535200000,41851.33,41853.19,41409.95,41529.14,1875.03696
1641538800000,41529.15,41731.36,41206.9,41706.71,2325.13466
1641542400000,41706.71,42883.47,41607.5,42088.61,3719.93086
1641546000000,42088.61,42628.34,42060.0,42422.56,1591.9884
1641549600000,42422.57,42533.43,42168.0,42172.83,1278.56313
1641553200000,42172.84,42350.73,42161.0,42258.62,1036.72745
1641556800000,42258.62,42500.0,42258.62,42400.0,975.52441
1641560400000,42400.0,42766.17,41200.0,41489.22,5136.68431
1641564000000,41489.19,42132.98,41398.13,41894.4,2577.29371
1641567600000,41894.4,41915.36,40610.0,41319.11,5256.54394
1641571200000,41310.85,42315.85,40917.66,42135.26,4909.62675
1641574800000,42137.38,42166.86,41749.06,41993.48,1186.96985
1641578400000,41993.68,42000.0,41520.0,41707.64,880.73461
1641582000000,41707.04,41898.33,41516.0,41775.38,893.4115
1641585600000,41775.38,42054.0,41597.15,41922.2,1109.53468
1641589200000,41922.19,42035.0,41845.46,41875.01,596.35057
1641592800000,41875.0,41879.42,41350.0,41541.82,973.4074
1641596400000,41541.83,41599.92,41336.82,41566.48,780.34938
1641600000000,41566.48,42115.2,41558.0,41991.89,1244.69199
1641603600000,41991.89,42246.37,41847.48,41883.41,1168.11943
1641607200000,41883.42,41944.44,41693.42,41882.85,623.26458
1641610800000,41882.86,41911.86,41641.27,41810.91,510.16918
1641614400000,41810.92,41991.2,41760.0,41900.92,471.07045
1641618000000,41900.92,41999.99,41836.14,41971.7,517.64026
1641621600000,41971.7,41994.66,41739.0,41922.23,625.30663
1641625200000,41922.22,41975.44,41841.04,41913.58,521.47279
1641628800000,41913.59,42177.94,41882.19,41964.88,947.1604
1641632400000,41964.87,42187.2,41954.7,42163.71,860.34897
1641636000000,42163.71,42200.0,41790.7,41918.66,839.11518
1641639600000,41918.66,41972.0,41767.16,41940.22,674.67737
1641643200000,41940.22,42063.23,41773.47,41876.31,744.96865
1641646800000,41876.32,42037.75,41610.0,41905.0,1003.98627
1641650400000,41904.99,41997.71,41715.0,41741.27,709.21182
1641654000000,41746.29,41799.04,41400.0,41613.33,1713.01211
1641657600000,41609.6,41740.53,41238.08,41346.01,1715.07063
1641661200000,41346.02,41398.45,40801.0,40842.12,3416.24626
1641664800000,40842.11,41314.11,40501.0,40679.82,4373.31437
1641668400000,40679.82,41100.0,40520.0,40831.07,3045.11478
1641672000000,40831.06,41175.32,40720.0,40975.37,1424.80734
1641675600000,40975.36,42061.32,40923.39,41769.03,2802.28914
1641679200000,41769.03,42300.0,41740.31,41911.11,2006.54953
1641682800000,41911.1,41948.94,41656.02,41679.74,995.12298
1641686400000,41679.74,41831.25,41388.13,41773.24,1485.82226
1641690000000,41773.24,41924.57,41596.43,41809.67,883.65676
1641693600000,41809.66,42170.11,41775.9,42098.99,1140.15501
1641697200000,42098.99,42105.62,41792.0,41833.89,746.09555
1641700800000,41833.9,42103.31,41800.78,42079.41,884.47963
1641704400000,42079.4,42097.44,41715.44,41765.9,594.21526
1641708000000,41765.89,41948.4,41681.17,41873.62,566.39155
1641711600000,41873.62,41908.55,41778.95,41791.51,415.68476
1641715200000,41791.5,41949.99,41615.32,41666.67,789.93569
1641718800000,41666.66,41766.8,41470.34,41510.01,858.20496
1641722400000,41510.0,41728.65,41410.0,41644.7,705.73465
1641726000000,41644.7,41990.0,41642.54,41857.62,783.60595
1641729600000,41857.62,41923.39,41665.46,41746.98,553.97717
1641733200000,41746.98,41894.01,41469.48,41470.0,922.91336
1641736800000,41470.0,41743.26,41469.99,41535.93,628.73613
1641740400000,41535.93,41681.89,41200.02,41621.11,1262.20157
1641744000000,41621.11,42146.25,41556.49,42143.04,1325.34768
1641747600000,42143.05,42200.0,41880.01,42094.59,1198.07276
1641751200000,42094.48,42279.0,41861.94,41966.99,1271.89519
1641754800000,41966.99,42740.0,41928.01,42695.26,2007.33524
1641758400000,42695.27,42786.7,42368.0,42439.38,1156.79543
1641762000000,42439.38,42557.36,42286.67,42300.0,568.89483
1641765600000,42300.01,42497.26,42080.01,42205.37,749.07543
1641769200000,42205.36,42282.3,41766.43,41864.62,1225.16744
1641772800000,41864.62,42037.05,41623.67,41655.18,1083.2151
1641776400000,41655.18,41850.0,41601.0,41815.32,656.91367
1641780000000,41815.32,41997.9,41711.95,41927.71,746.59629
1641783600000,41927.7,41990.99,41852.49,41967.59,603.35126
1641787200000,41967.59,42248.5,41925.61,42187.22,1026.65893
1641790800000,42187.22,42230.84,41967.11,42031.29,641.96551
1641794400000,42031.3,42048.63,41811.7,41925.01,823.59986
1641798000000,41925.01,42149.31,41901.0,42042.38,723.8609
1641801600000,42042.38,42116.61,41712.99,41816.84,997.44685
1641805200000,41808.96,41937.41,41710.96,41796.01,709.978
1641808800000,41796.01,41986.0,41742.23,41778.88,628.09437
1641812400000,41778.88,41793.85,41455.0,41565.34,1756.67489
1641816000000,41565.33,41616.72,40916.98,40930.0,3223.67692
1641819600000,40930.01,41057.52,40716.0,40774.0,2678.34877
1641823200000,40774.01,41275.92,39650.0,40786.57,12877.43442
1641826800000,40786.57,41200.0,40555.87,40984.33,3880.93354
1641830400000,40984.34,41985.99,40850.03,41904.4,4663.47158
1641834000000,41904.4,42121.63,40564.89,41184.45,5819.36057
1641837600000,41184.44,41723.87,41118.36,41604.58,1816.05456
1641841200000,41604.58,41698.07,41205.65,41297.15,1358.54117
1641844800000,41297.15,41779.46,41158.99,41714.72,1245.44049
1641848400000,41716.81,41985.0,41562.38,41714.13,1365.38265
1641852000000,41714.14,41849.45,41500.0,41604.98,729.88329
1641855600000,41604.98,41892.87,41503.56,41822.49,672.2866
1641859200000,41822.49,41878.78,41583.43,41593.7,869.73683
1641862800000,41593.69,42062.91,41544.64,41928.82,1240.9619
1641866400000,41928.82,42400.01,41818.18,42173.77,1875.33837
1641870000000,42173.77,42277.99,42056.8,42277.98,948.11009
1641873600000,42277.99,42387.78,42123.03,42304.65,1170.50674
1641877200000,42304.65,42315.79,42021.71,42110.0,897.6433
1641880800000,42110.0,42232.68,41971.37,42105.0,990.30927
1641884400000,42104.99,42280.0,42069.73,42211.05,824.67137
1641888000000,42212.21,42627.66,41930.01,41991.78,2197.68722
1641891600000,41991.78,42148.04,41843.13,41984.8,1058.9429
1641895200000,41984.79,42066.61,41575.0,41631.02,1544.92365
1641898800000,41631.02,41944.0,41584.86,41809.99,1271.07829
1641902400000,41809.99,41956.45,41722.23,41812.69,946.89068
1641906000000,41812.7,41899.0,41586.03,41701.52,1163.91865
1641909600000,41700.74,41823.01,41268.93,41642.0,2261.4602
1641913200000,41639.51,42200.0,41440.69,41733.93,2972.86186
1641916800000,41733.92,42925.07,41680.44,42705.24,4848.73177
1641920400000,42705.24,43100.0,42319.24,42549.01,4190.85853
1641924000000,42549.01,42916.97,42353.07,42755.0,1416.65246
1641927600000,42754.99,43086.7,42595.68,42972.05,1440.44569
1641931200000,42972.04,43095.26,42692.19,42800.38,1219.60178
1641934800000,42797.62,42823.69,42643.74,42659.2,702.1038
1641938400000,42664.71,42776.14,42597.41,42713.13,561.85993
1641942000000,42713.12,42886.28,42633.97,42729.29,681.14201
1641945600000,42729.29,42965.0,42578.02,42675.0,1004.90689
1641949200000,42675.03,42769.06,42562.2,42626.05,724.93634
1641952800000,42626.04,42712.29,42450.0,42559.33,725.31326
1641956400000,42559.34,42679.76,42494.72,42605.02,631.48372
1641960000000,42605.01,42733.87,42518.97,42629.9,784.28575
1641963600000,42629.91,42773.64,42560.0,42705.51,652.00214
1641967200000,42705.51,42867.55,42600.01,42675.55,951.67503
1641970800000,42675.54,42675.55,42463.13,42561.67,948.81146
1641974400000,42561.66,42717.57,42508.69,42603.51,869.57762
1641978000000,42603.51,42909.92,42565.99,42796.83,1281.02538
1641981600000,42796.84,42990.01,42735.2,42765.18,1451.62564
1641985200000,42765.18,43443.6,42683.21,42935.92,2646.33241
1641988800000,42935.92,43301.5,42874.01,43285.51,2409.05723
1641992400000,43285.52,44078.4,43187.6,43920.97,5227.41461
1641996000000,43920.96,43957.0,43676.18,43849.54,2481.51783
1641999600000,43849.55,43933.0,43401.01,43560.29,2155.48087
1642003200000,43560.29,43688.5,43317.0,43611.02,1613.92113
1642006800000,43611.03,43867.19,43481.73,43841.57,1161.0812
1642010400000,43841.56,43886.26,43567.26,43589.98,1048.28546
1642014000000,43589.97,43760.94,43526.3,43743.11,778.36522
1642017600000,43743.1,43993.66,43629.39,43819.17,1258.22966
1642021200000,43819.16,44322.0,43734.55,43773.09,1786.14248
1642024800000,43776.6,43948.99,43742.97,43842.95,574.66169
1642028400000,43842.94,44032.19,43817.35,43902.66,777.15978
1642032000000,43902.65,44075.42,43670.0,43720.0,1234.16915
1642035600000,43720.0,43808.88,43516.92,43548.57,992.52709
1642039200000,43548.58,43684.28,43534.07,43587.63,615.45639
1642042800000,43587.62,43646.87,43422.72,43509.93,1137.4846
1642046400000,43505.99,43719.99,43483.2,43623.02,849.79404
1642050000000,43623.01,43763.57,43579.36,43662.68,571.73768
1642053600000,43662.68,43795.44,43642.94,43708.42,1073.35534
1642057200000,43708.42,43764.98,43537.42,43699.99,836.91713
1642060800000,43699.99,43898.33,43668.87,43896.44,1060.63413
1642064400000,43896.43,43991.78,43740.01,43883.0,1022.25878
1642068000000,43883.0,44014.51,43756.2,43780.25,1099.0732
1642071600000,43780.25,43830.68,43500.0,43602.31,1425.68774
1642075200000,43603.58,43811.0,43575.05,43803.16,768.7972
1642078800000,43803.16,43939.0,43659.21,43924.62,1023.6518
1642082400000,43924.61,44500.0,43840.28,44154.52,4866.88512
1642086000000,44154.52,44211.0,42871.01,43200.0,4892.54873
1642089600000,43200.01,43500.0,43070.42,43250.89,1782.99397
1642093200000,43250.92,43255.04,42565.01,42822.12,2807.09484
1642096800000,42822.12,42962.96,42628.38,42709.29,1040.60187
1642100400000,42709.29,42896.81,42535.0,42700.67,1314.97413
1642104000000,42700.67,42796.18,42311.22,42796.18,1918.7156
1642107600000,42796.18,42879.76,42664.14,42810.99,871.73458
1642111200000,42810.99,42888.18,42466.64,42594.37,770.26146
1642114800000,42597.02,42771.94,42500.0,42560.11,933.52305
1642118400000,42558.35,42784.0,42362.91,42750.66,1160.43813
1642122000000,42750.66,42777.17,42541.81,42581.12,1138.08119
1642125600000,42581.12,42728.08,42425.03,42713.89,1136.25985
1642129200000,42713.89,42738.47,42572.02,42623.87,1100.14262
1642132800000,42623.87,42880.0,42610.02,42680.28,937.36417
1642136400000,42679.0,42905.15,42640.01,42894.92,871.32726
1642140000000,42895.0,42978.1,42776.73,42810.22,961.01177
1642143600000,42810.22,42886.58,42599.99,42660.01,1246.12553
1642147200000,42660.0,42678.82,42244.37,42519.99,1845.45077
1642150800000,42519.99,42688.84,42450.2,42548.53,1013.53743
1642154400000,42548.52,42611.63,41916.73,42075.29,2117.99354
1642158000000,42075.29,42075.71,41826.82,42012.94,2651.35114
1642161600000,42012.94,42250.0,41725.95,42057.26,2023.3774
1642165200000,42057.26,42321.23,42027.02,42165.0,1343.06319
1642168800000,42165.01,43098.88,42117.81,42975.88,3013.09459
1642172400000,42975.89,43347.42,42772.92,43109.0,2617.86679
1642176000000,43109.0,43239.89,42863.0,43201.06,1549.41532
1642179600000,43201.06,43270.96,42867.14,42913.26,1092.29876
1642183200000,42913.26,43114.71,42777.0,43050.04,977.46771
1642186800000,43050.04,43408.0,43004.16,43077.93,1012.4358
1642190400000,43077.93,43189.86,43000.0,43100.94,624.56688
1642194000000,43100.94,43448.78,43096.68,43293.89,831.62056
1642197600000,43296.29,43393.75,43170.59,43250.56,714.78841
1642201200000,43250.56,43286.7,43003.0,43059.96,661.80411
1642204800000,43059.96,43174.0,42907.0,43100.01,776.16721
1642208400000,43100.0,43150.0,42864.49,42967.8,712.20009
1642212000000,42967.8,43090.0,42910.36,43090.0,659.69825
1642215600000,43089.99,43121.05,42905.07,42927.96,825.12891
1642219200000,42927.95,42961.46,42712.94,42907.71,1023.29118
1642222800000,42907.72,43050.0,42820.68,42985.96,590.35999
1642226400000,42985.97,43099.81,42873.53,43068.4,714.87178
1642230000000,43068.4,43093.17,42928.78,43088.12,532.25493
1642233600000,43088.12,43117.18,42956.0,42983.95,691.57797
1642237200000,42983.94,43088.99,42884.01,43061.7,599.96966
1642240800000,43061.7,43283.83,43002.02,43096.75,805.08877
1642244400000,43096.75,43108.65,42958.67,43017.59,503.07822
1642248000000,43017.59,43039.72,42555.0,42715.56,1441.46489
1642251600000,42715.57,42973.28,42641.01,42906.51,846.44473
1642255200000,42906.51,43315.0,42735.16,43186.48,1588.49558
1642258800000,43186.47,43406.96,43077.79,43401.21,1104.13621
1642262400000,43401.21,43430.98,43233.33,43338.22,1202.395
1642266000000,43338.21,43564.15,43251.61,43383.26,1662.49082
1642269600000,43383.26,43391.11,43243.39,43334.93,992.47394
1642273200000,43334.92,43554.79,43320.23,43528.34,712.8252
1642276800000,43528.33,43800.0,43468.08,43485.0,1507.31496
1642280400000,43485.0,43524.98,43160.23,43296.72,1085.45431
1642284000000,43296.72,43398.4,43123.11,43237.4,627.40888
1642287600000,43237.39,43375.0,43071.11,43084.29,731.46468
1642291200000,43084.29,43117.5,42990.83,43069.7,772.86732
1642294800000,43069.69,43153.63,42985.81,42996.99,405.4211
1642298400000,42996.99,43087.18,42838.0,42923.66,1069.09285
1642302000000,42922.93,43046.84,42861.49,42977.22,535.91601
1642305600000,42977.22,43089.0,42850.16,43023.02,645.90962
1642309200000,43023.57,43123.43,42953.17,42958.69,438.98823
1642312800000,42953.17,43225.86,42925.88,43200.0,571.91117
1642316400000,43200.0,43253.68,43117.24,43202.21,607.30016
1642320000000,43202.21,43305.0,43059.99,43070.27,1312.7044
1642323600000,43070.26,43131.37,43028.02,43074.99,1019.20468
1642327200000,43074.99,43185.71,42868.31,42899.99,1172.94515
1642330800000,42900.0,43042.67,42759.0,42968.29,1203.68411
1642334400000,42968.3,43141.55,42954.16,43005.93,644.99288
1642338000000,43005.93,43187.87,42581.79,43129.54,2260.54268
1642341600000,43129.54,43416.05,43026.7,43300.02,1422.48883
1642345200000,43300.01,43350.0,43139.24,43219.53,997.18364
1642348800000,43219.54,43475.0,43172.01,43381.45,947.1962
1642352400000,43381.46,43428.83,43051.08,43071.88,762.74405
1642356000000,43071.88,43126.04,42969.32,43066.8,620.03999
1642359600000,43066.79,43081.28,42790.02,42824.79,960.43526
1642363200000,42824.79,43117.05,42750.25,43029.01,763.88888
1642366800000,43029.06,43093.01,42900.7,42951.01,417.16364
1642370400000,42951.02,43245.0,42940.0,43190.01,523.45493
1642374000000,43190.0,43263.15,43048.2,43071.66,526.27693
1642377600000,43071.66,43176.18,42871.65,42891.12,732.88601
1642381200000,42891.11,42946.93,42810.0,42894.05,787.82091
1642384800000,42894.05,43000.0,42785.85,42918.6,642.62375
1642388400000,42918.6,42981.46,42624.11,42647.4,903.82874
1642392000000,42647.4,42807.95,42601.0,42622.99,1238.00312
1642395600000,42622.99,42699.0,42300.0,42664.68,1505.02026
1642399200000,42664.68,42865.58,42643.58,42748.92,789.67982
1642402800000,42748.92,42967.99,42643.0,42656.03,783.37561
1642406400000,42656.03,42866.48,42567.93,42790.35,927.5369
1642410000000,42790.35,42900.0,42726.81,42838.94,1080.50371
1642413600000,42838.94,42894.99,42629.56,42795.11,774.13875
1642417200000,42795.11,42842.79,42646.9,42671.31,739.074
1642420800000,42671.3,42793.16,42429.02,42550.09,1202.17533
1642424400000,42550.09,42694.99,42500.18,42646.38,921.17076
